iter	Logloss
182	0.4092695024
183	0.4085148282
184	0.4079630534
185	0.4068166945
186	0.4059464349
187	0.4053708818
188	0.4039939457
189	0.402951728
190	0.4025982327
191	0.4018040551
192	0.4009870741
193	0.4001991696
194	0.3991294861
195	0.3979904599
196	0.396886105
197	0.3963873121
198	0.3957853105
199	0.3946555244
200	0.3935568915
201	0.3929262797
202	0.3920603434
203	0.3912417942
204	0.3899522569
205	0.3892614577
206	0.3883897569
207	0.3873022291
208	0.3863903046
209	0.3857316759
210	0.3844458686
211	0.3841331906
212	0.3830033196
213	0.3822119395
214	0.3817804548
215	0.3809959412
216	0.3803742303
217	0.3798364851
218	0.3793237474
219	0.3786006504
220	0.3777314504
221	0.3769071791
222	0.3764845954
223	0.37498703
224	0.3744141473
225	0.3736275567
226	0.3724924723
227	0.372252655
228	0.3711188422
229	0.3704355028
230	0.3695655823
231	0.3688343472
232	0.3676306831
233	0.3666639116
234	0.3660365634
235	0.3655514187
236	0.3645351834
237	0.3640966627
238	0.3636406793
239	0.3635345459
240	0.3629414029
241	0.3615396288
242	0.3607944065
243	0.3594371372
244	0.3586288452
245	0.3580955505
246	0.3568926917
247	0.3556329515
248	0.3547452291
249	0.3541956584
250	0.3536842558
251	0.3526498583
252	0.3523109436
253	0.3515300327
254	0.3506626553
255	0.34980793
256	0.3493044959
257	0.3482120514
258	0.3475418939
259	0.3468100654
260	0.3464485804
261	0.3454388513
262	0.3449141184
263	0.3444627126
264	0.3434049394
265	0.3425955031
266	0.3420032925
267	0.3406225416
268	0.3401160346
269	0.3391675101
270	0.3382509443
271	0.3374128554
272	0.3369420581
273	0.3365190294
274	0.3356145223
275	0.3350566016
276	0.3341417101
277	0.3335659239
278	0.3325252109
279	0.331980896
280	0.3312738631
281	0.3305118985
282	0.3298159493
283	0.3289709303
284	0.3278359731
285	0.3274622175
286	0.326454205
287	0.3258221944
288	0.3245250278
289	0.3237127516
290	0.3230698691
291	0.3227172852
292	0.322058169
293	0.3213245816
294	0.3202947405
295	0.3201926761
296	0.3194753435
297	0.3187462701
298	0.3180601332
299	0.3173422072
300	0.316874716
301	0.3159896215
302	0.3153838687
303	0.314852651
304	0.3139668571
305	0.3130690469
306	0.3126280891
307	0.3121315214
308	0.3116597917
309	0.3110225677
310	0.3104193793
311	0.3095638487
312	0.3087490718
313	0.3082702001
314	0.307692549
315	0.3069048352
316	0.3061425103
317	0.3052594927
318	0.3043443044
319	0.3040621016
320	0.3035298242
321	0.3027317895
322	0.3020114051
323	0.301302592
324	0.300386556
325	0.2997415331
326	0.2990971035
327	0.2982512156
328	0.297861947
329	0.2972797182
330	0.2964794795
331	0.2955235799
332	0.2948418087
333	0.2945060306
334	0.2937586678
335	0.2932337231
336	0.2922444026
337	0.2913539463
338	0.2906605191
339	0.2899028354
340	0.288504431
341	0.287542767
342	0.2865774367
343	0.2854983436
344	0.2851640277
345	0.2843112946
346	0.2840080049
347	0.2836825053
348	0.2828694661
349	0.2823603948
350	0.2819432576
351	0.2810250176
352	0.2798539056
353	0.2788152483
354	0.2779571109
355	0.277709304
356	0.2769695282
357	0.276212989
358	0.2753667196
359	0.2749654982
360	0.2746019363
361	0.2741577572
362	0.2736021678
363	0.2728918287
364	0.2723001268
365	0.2718573676
366	0.2712816874
367	0.270522817
368	0.2701592763
369	0.2695659637
370	0.2689328723
371	0.2683530596
372	0.2679857042
373	0.26762903
374	0.2668567657
375	0.2663362715
376	0.2654831568
377	0.2650388082
378	0.2645854526
379	0.2641365475
380	0.2634096358
381	0.2630453322
382	0.26250693
383	0.2620522393
384	0.2616697311
385	0.2614431381
386	0.260815133
387	0.2601629045
388	0.2593849394
389	0.2586602953
390	0.2579018275
391	0.2570860545
392	0.2564669715
393	0.2558391147
394	0.2553578059
395	0.2550589455
396	0.254500156
397	0.2539053599
398	0.25329948
399	0.2526053958
400	0.2522736231
401	0.2517379973
402	0.2513813019
403	0.250692749
404	0.2499249776
405	0.2496342341
406	0.249321768
407	0.2487264421
408	0.2480086009
409	0.2472248077
410	0.2467221366
411	0.2460758633
412	0.2454652998
413	0.2444166395
414	0.2438933902
415	0.2434321933
416	0.2427705977
417	0.2420015971
418	0.2416753981
419	0.2411255307
420	0.2406364865
421	0.2401652654
422	0.2397667779
423	0.2391580158
424	0.2383902868
425	0.2379176882
426	0.2375845591
427	0.2371754116
428	0.2363992055
429	0.2359330919
430	0.2354166667
431	0.2348537869
432	0.2341064453
433	0.2334014045
434	0.2329490026
435	0.2320182165
436	0.231444931
437	0.2304127375
438	0.2299742381
439	0.2296008852
440	0.2292086495
441	0.2284966363
442	0.2279436747
443	0.2275338915
444	0.2270445718
445	0.2264229669
446	0.2261937035
447	0.2256308662
448	0.2251073413
449	0.2246452332
450	0.2243061066
451	0.223811086
452	0.222916264
453	0.2222523583
454	0.2219305674
455	0.221330346
456	0.2209242079
457	0.2202492184
458	0.2194988463
459	0.2187832726
460	0.2182726118
461	0.2178930071
462	0.2169102987
463	0.2162596385
464	0.2157559713
465	0.2152407116
466	0.2146298091
467	0.2137583839
468	0.2130483203
469	0.2123619715
470	0.2119185342
471	0.2112687641
472	0.2106953515
473	0.2103819953
474	0.2099301868
475	0.2092765808
476	0.2088675605
477	0.2084523943
478	0.2081527922
479	0.2073291779
480	0.2066618178
481	0.2062027825
482	0.2058830261
483	0.205497996
484	0.2050448947
485	0.2047344208
486	0.2043511073
487	0.2040587955
488	0.2034576628
489	0.2028706445
490	0.2024392446
491	0.2018858804
492	0.201201672
493	0.2007587009
494	0.2004200406
495	0.1999089559
496	0.1992881139
497	0.1986459732
498	0.1983153449
499	0.1979944441
500	0.1974158181
501	0.1967680613
502	0.1963850657
503	0.1959733751
504	0.1955457475
505	0.1952141868
506	0.1946576013
507	0.1940116882
508	0.1934515847
509	0.1931898117
510	0.1924461365
511	0.192097452
512	0.1916659673
513	0.1909024133
514	0.1906944275
515	0.1900876787
516	0.1894711388
517	0.1888342328
518	0.188267178
519	0.1877933078
520	0.1874035094
521	0.1870375951
522	0.18659935
523	0.18616244
524	0.1856420729
525	0.1850961473
526	0.1847778744
527	0.1844458686
528	0.1837414636
529	0.1832475026
530	0.1827248891
531	0.1823459625
532	0.1817185296
533	0.1812053892
534	0.1807326423
535	0.1801437378
536	0.1797039032
537	0.1791730457
538	0.178733529
539	0.1783001794
540	0.1779572593
541	0.1773413552
542	0.1768187629
543	0.1763582442
544	0.1757741398
545	0.1754211744
546	0.1751426273
547	0.1746711201
548	0.1743678199
549	0.1741192076
550	0.1737428665
551	0.1732285182
552	0.1727959951
553	0.171986972
554	0.1715404087
555	0.171089681
556	0.1706504822
557	0.1703334808
558	0.1698691898
559	0.1693148083
560	0.1687916014
561	0.1684154828
562	0.1680385166
563	0.1678190337
564	0.1674798859
565	0.1670691172
566	0.1665997293
567	0.1664525774
568	0.1661860784
569	0.1659314897
570	0.1655103895
571	0.1652057012
572	0.1646705521
573	0.1644547356
574	0.1640634007
575	0.1636945407
576	0.1632487191
577	0.1626543999
578	0.1624220106
579	0.1622589747
580	0.1619174321
581	0.1613753001
582	0.1607755449
583	0.1603932063
584	0.1600280762
585	0.1596175724
586	0.159011205
587	0.1586769104
588	0.1582117293
589	0.1580982314
590	0.1575995869
591	0.1572616895
592	0.1570965449
593	0.1569022285
594	0.1564799839
595	0.1562237846
596	0.1558697171
597	0.1555748622
598	0.1553225623
599	0.155200492
600	0.1547986137
